image_index,image_name,store_name,total_amount,processing_time
382,X51005433538.jpg,,,839.1045167446136
383,X51005433541.jpg,UNIHANKA INTERNATIONAL SDN BHD,0.0,841.097813129425
384,X51005433552.jpg,Warakaya Permas City Son Bhd,,843.2559642791748
385,X51005433553.jpg,[name],,844.444920539856
386,X51005441398.jpg,BREMAY T&P,1.0,846.3141350746155
387,X51005441401.jpg,Three Stooges Bistro & Cafe,343.95,848.3087663650513
388,X51005441402.jpg,THREE STOOGES,174.9,850.046680688858
389,X51005441407.jpg,Geoventure,64.15,851.6324694156647
390,X51005441408.jpg,[name],,852.7503807544708
391,X51005442327.jpg,UNIHASKA INTERNATIONAL SDN BHD,54.0,854.7963342666626
392,X51005442333.jpg,[name],,855.9673452377319
393,X51005442338.jpg,AGS123,28.6,857.6454479694366
394,X51005442341.jpg,BESTARNOOP,170.0,859.3115067481995
395,X51005442344.jpg,[name],,861.2500479221344
396,X51005442346.jpg,PERJUAGAAN ZHENG HUI,7.55,863.3805706501007
397,X51005442361.jpg,Morganfield's,593.1,864.9949691295624
398,X51005442376.jpg,[name],,866.1523766517639
399,X51005442378.jpg,[name],,867.3111698627472
400,X51005442379.jpg,UNIHAKKA INTERNATIONAL SDN BHD Total: 12,12.0,872.2245392799377
401,X51005442383.jpg,Carrefour Restaurant,13.8,873.8750607967377
402,X51005442384.jpg,UNIHAYAKA INTERNATIONAL SDN BHD,1.0,876.256041765213
403,X51005442386.jpg,[name],,877.4411237239838
404,X51005442392.jpg,Unihakka International Sdn Bhd,710.0,879.3254933357239
405,X51005442394.jpg,UNIHARIYA INTERNATIONAL SDH,1.0,881.1307806968689
406,X51005442397.jpg,Triple Six Point Enterprise,1.0,882.7078762054443
407,X51005444033.jpg,BENS INDEPENDENT GROCER SDN. BHD.,77.2,885.1090326309204
408,X51005444037.jpg,,,886.420872926712
409,X51005444045.jpg,99 Speed Mart S/B,11.4,888.2852635383606
410,X51005447832.jpg,PETRODEL ENIEPRPRISE,60000152273.0,890.7234106063843
411,X51005447833.jpg,Sun Wong Kut SDN BHD,39.54,892.8993234634399
412,X51005447839.jpg,,65.2,894.3431098461151
413,X51005447840.jpg,PASARAYA BORONG PINTAR SDN BHD,8.2,896.7098684310913
414,X51005447848.jpg,,,901.378933429718
415,X51005447850.jpg,PASARAYA BORONG PINTAR SDN BHD,3.2,903.8087410926819
416,X51005447852.jpg,99 Speed Mart S/B,9.9,905.5893566608429
417,X51005447853.jpg,Speed Mart Sdn Bhd,,907.5350856781006
418,X51005447860.jpg,Aeon,5.0,908.9424815177917
419,X51005447861.jpg,Popular Book Co.,3.29,910.7899429798126
420,X51005453729.jpg,Lian Hing Stationery SDN BHD,79.5,912.9859111309052
421,X51005453801.jpg,GL HANDICRAFT & TAILORING,102.0,915.0765655040741
422,X51005453802.jpg,Lian Hing Stationery SDN BHD,159.0,917.3127253055573
423,X51005453804.jpg,Lian Hing Stationery Sdn Bhd,12.0,919.4623272418976
424,X51005568827.jpg,Bank Hi Cafe,23.25,920.9595844745636
425,X51005568829.jpg,,92.8,922.3425657749176
426,X51005568880.jpg,ENDAH PARADE,50.0,923.9290306568146
427,X51005568881.jpg,Hon Hwa Hardware Trading,10.4,925.6158308982849
428,X51005568884.jpg,MR. D.I.Y. SDN BHD,3.9,927.6400153636932
429,X51005568891.jpg,[name],,929.5648963451385
430,X51005568898.jpg,Vivopac Marketing SDN BHD,18.0,931.5094003677368
431,X51005568899.jpg,,,936.0752460956573
432,X51005568900.jpg,MR. D.I.Y. SON BHD,,938.1364257335663
433,X51005568911.jpg,[name],,939.2853775024414
434,X51005568913.jpg,IKEA Cheras,538.0,940.9637382030487
435,X51005568914.jpg,IKEA,99.8,942.4133059978485
436,X51005577192.jpg,FY Eagle Enterprise,7.0,943.8814361095428
437,X51005587254.jpg,TRI SHAH SDN BHD (728515-K),5.0,947.1876158714294
438,X51005587267.jpg,Mydin,8.0,948.5338566303253
439,X51005605284.jpg,ADVANCO COMPANY,83.0,950.1526517868042
440,X51005605285.jpg,AEON DATISO FESTIVAL MALL,5.9,952.1607439517975
441,X51005605286.jpg,AEON CO. (M) BHD,5.9,954.1157236099243
442,X51005605333.jpg,POPULAR BOOK CO. (M) SDN BHD,9.6,956.3400628566742
443,X51005605334.jpg,Popular Book Co. (M) SDN BHD,9.05,958.5241498947144
444,X51005605335.jpg,POPULAR BOOK CO. (M) SDN BHD,27.38,960.8570613861084
445,X51005663272.jpg,MAHIN HARDWARE SDN BHD,42.4,962.9887845516205
446,X51005663273.jpg,Syariak Perniagaan Gin Kee,47.7,965.1313915252686
447,X51005663276.jpg,Syarikat Perniagaan Gin Kee,7.42,967.3195116519928
448,X51005663277.jpg,Syariak Perniagaan Gin Kee,29.68,969.5004160404205
449,X51005663278.jpg,IKEA Cheras,73.3,971.1158549785614
450,X51005663279.jpg,SYARIKAT PERNIAGAAN GIN KEE,140.0,973.6193428039551
451,X51005663280.jpg,Chili's Grill & Bar,102.4,975.394285440445
452,X51005663293.jpg,SWEET FOREST CAFE,30.3,977.2165441513062
453,X51005663297.jpg,Beyond Brows Hardware,169.8,978.9316244125366
454,X51005663298.jpg,Al Mendois - The Mines,48.15,980.832368850708
455,X51005663301.jpg,Lim Seng Tho Hardware Trading,7.0,982.6802084445953
456,X51005663311.jpg,LIM SENG THO HARDWARE TRADING,7.0,984.7701697349548
457,X51005663317.jpg,Lim Seng Tho Hardware Trading,6.0,986.5859379768372
458,X51005663324.jpg,SYARIKAT PERNAKATAN GIN KEE,439.0,989.063737154007
459,X51005675095.jpg,Solaris Dutamas,,990.6066772937775
460,X51005676536.jpg,SYARIKAT PERNIAGAAN GIN KEE,93.07,993.0184066295624
461,X51005676538.jpg,SYARIKAT PERNIAGAAN GIN KEE,44.73,995.4949853420258
462,X51005676539.jpg,SYARIKAT PERNIAGAAN GIN KEE,22.0,998.0587801933289
463,X51005676540.jpg,SYARIKAT PERNIAGAAN GIN KEE,116.28,1000.5639679431915
464,X51005676541.jpg,SYARIKAT PERNIAGAAN GIN KEE,94.87,1003.0422420501709
465,X51005676543.jpg,SYARIKAT PERNIAGAAN GIN KEE,12.5,1005.4673321247101
466,X51005676544.jpg,SYARIKAT PERNIAGAAN GIN KEE,2.0,1007.9104309082031
467,X51005676545.jpg,Syarikat Perniagaan Gin Kee,6.0,1010.0822529792786
468,X51005676546.jpg,SYARIKAT PERNIAGAAN GIN KEE,20.0,1012.6043651103973
469,X51005676547.jpg,SYARIKAT PERNIAGAAN GIN KEE,12.72,1015.018767118454
470,X51005676549.jpg,SYARIKAT PERNIAGAAN GIN KEE,39.75,1017.4142367839813
471,X51005677328.jpg,SYARIKAT PERNIAGAAN GIN KEE,5.0,1019.7371480464935
472,X51005677329.jpg,SYARIKAT PERNIAGAAN GIN KEE,270.3,1022.2793016433716
473,X51005677331.jpg,SYARIKAT PERNAIAGAAN GIN KEE,57.5,1024.7601373195648
474,X51005677332.jpg,SYARIKAT PERNIAGAAN GIN KEE,7.95,1027.1695823669434
475,X51005677334.jpg,SYARIKAT PERNIAGAAN GIN KEE,82.68,1029.5681688785553
476,X51005677335.jpg,SYARIKAT PERNIAGAAN GIN KEE,70.0,1032.1375427246094
477,X51005677339.jpg,BEYOND BROTHERS HARDWARE,60.0,1034.19535779953
478,X51005685355.jpg,Restoran Ibrahim Maju SB,,1035.9616990089417
479,X51005685357.jpg,,,1040.485047340393
480,X51005705722.jpg,ASO Electrical Trading SDN BHD,234.04,1042.6196336746216
481,X51005705760.jpg,Mydin,21.4,1044.0561184883118
482,X51005705804.jpg,ASO ELECTRICAL TRADING SDN BHD,93.4,1046.317684173584
483,X51005711401.jpg,Restoran Wan Sheng,6.0,1047.9388535022736
484,X51005711403.jpg,,,1052.5626764297485
485,X51005711404.jpg,,,1057.1700835227966
486,X51005711441.jpg,,,1061.8484127521515
487,X51005711442.jpg,,,1066.5283946990967
488,X51005711445.jpg,,,1071.2165884971619
489,X51005711447.jpg,,,1075.9730105400085
490,X51005711451.jpg,,,1080.7510752677917
491,X51005711452.jpg,118,1.44,1082.3557472229004
492,X51005711453.jpg,Gerbang Alaf Restaurants Sdn Bhd,0.48,1084.3791162967682
493,X51005711454.jpg,PappaRich,2.0,1085.9243748188019
494,X51005711456.jpg,SUSHI MENTAS - MAHOTKA CHERAS,65.55,1088.4688804149628
495,X51005712017.jpg,Gerbang Alaf Restaurants Sdn Bhd,0.74,1090.4805552959442
496,X51005712021.jpg,Happy Snacks Enterprise,26.82,1092.13955783844
497,X51005712038.jpg,SVC ENTERPRISE SDN BHD,30.0,1094.1864178180695
498,X51005712039.jpg,L Two Florist & Handicraft,20.0,1096.1967868804932
499,X51005715010.jpg,,100.05,1097.5271291732788
500,X51005715451.jpg,POPULAR BOOK CO. (M) SDN BHD,14.65,1100.2084815502167
501,X51005715456.jpg,KHE ELECTRICAL TRADING,101.76,1102.2366771697998
502,X51005717526.jpg,Golden Arches Restaurants Sdn Bhd,1.61,1104.1540625095367
503,X51005719814.jpg,,29.7,1105.6808578968048
504,X51005719856.jpg,Baskin Robbins,21.5,1107.296434879303
505,X51005719862.jpg,99 Speed Mart S/B,,1109.1944839954376
506,X51005719864.jpg,Fun N Cheer (Maluri),29.8,1111.0138039588928
507,X51005719873.jpg,Tealive,,1112.2565569877625
508,X51005719874.jpg,Nadeje Prestige Sdn Bhd,,1114.3481431007385
509,X51005719882.jpg,99 Speed Mart S/B,,1116.4236466884613
510,X51005719883.jpg,99 Speed Mart S/B,106.5,1118.4363448619843
511,X51005719886.jpg,Sunfish,28.7,1119.9038264751434
512,X51005719893.jpg,[name],,1120.6306128501892
513,X51005719896.jpg,The Store,55.02,1122.1168842315674
514,X51005719899.jpg,NYONYA COLORS @ 1 UTAMA,,1124.2554795742035
515,X51005719902.jpg,King's Confectionery,273500.0,1126.0717775821686
516,X51005719904.jpg,,,1129.8869915008545
517,X51005719906.jpg,Zen and coffee,105.0,1131.5267720222473
518,X51005719912.jpg,Guardian Health & Beauty Sdn Bhd,12.0,1133.5257186889648
519,X51005719914.jpg,[name],,1134.7239787578583
520,X51005719917.jpg,Domin's Pizza,1.0,1137.116134405136
521,X51005722668.jpg,MY HAPPY PHARMACY PLT,20.5,1139.0893032550812
522,X51005722699.jpg,Popular Book Co.,11.8,1140.6421945095062
523,X51005724554.jpg,KEDAI PAPAN YEW CHUAN,98.0,1142.9685752391815
524,X51005724621.jpg,,,1147.6465210914612
525,X51005724627.jpg,,,1152.386880159378
526,X51005724629.jpg,Kedai Papan Yew Chuan,174.9,1154.558102607727
527,X51005741944.jpg,BPetroil Subang Airport,41.95,1156.3311212062836
528,X51005742068.jpg,BHF Petrol Palembang,,1158.2392165660858
529,X51005745183.jpg,BILLION SIX ENTERPRISE,63.8,1160.0544273853302
530,X51005745187.jpg,SLF CASH & CARRY,100.0,1162.0837664604187
531,X51005745188.jpg,SLF CASH & CARRY,48.0,1163.996902704239
532,X51005745190.jpg,SUPER SEVEN CASH & CARRY SDN BHD,367.1,1166.4342532157898
533,X51005745214.jpg,99 Speed Mart,45.34,1168.155808210373
534,X51005745249.jpg,Urban Idea Sun,1.0,1169.9930713176727
535,X51005745296.jpg,SUSHI MENTAI - PANJAN INDAH,31.0,1172.4505469799042
536,X51005746140.jpg,YONG CEN ENTERPRISE,63.35,1174.3602685928345
537,X51005749895.jpg,Tesco Extra,,1175.976898908615
538,X51005749905.jpg,ENW Hardware Centre (M) Sdn. Bhd.,19.0,1178.3246111869812
539,X51005749912.jpg,MR. D.I.Y. (M) SDN BHD,38.8,1180.7696387767792
540,X51005757199.jpg,Popular Book Co.,4.0,1183.056780576706
541,X51005757201.jpg,[name],,1184.2219650745392
542,X51005757235.jpg,AEON BANAR PUCHONG,29.24,1186.18607878685
543,X51005757243.jpg,Popular Book Co. (M) SDN BHD,5.75,1188.3022291660309
544,X51005757248.jpg,Aeon Co. (M) Bhd,42.48,1190.3626568317413
545,X51005757273.jpg,Pydrain Clog Free CLDRO2 - 1000ML,,1193.260890007019
546,X51005757286.jpg,TSH Power Hardware Trading,8.0,1194.9106998443604
547,X51005757290.jpg,MR. D.I.Y. (M) SDN BHD,,1197.4219076633453
548,X51005757294.jpg,MR. D.I.Y. (M) SDN BHD,,1199.9828860759735
549,X51005757304.jpg,[name] (M) Sdn Bhd,,1201.8821222782135
550,X51005757323.jpg,Pillar Sink Tap,,1203.5923941135406
551,X51005757324.jpg,Trac Dry Iron,51.0,1205.2040038108826
552,X51005757346.jpg,MR. D.I.Y. (M) SDN BHD,,1207.6711647510529
553,X51005757349.jpg,Golden Key Maker,21.0,1209.20756483078
554,X51005757351.jpg,[name] SDN BHD,,1210.8286497592926
555,X51005757353.jpg,[name],,1212.0294592380524
556,X51005763940.jpg,Harvey Norman,60.0,1213.4624123573303
557,X51005806678.jpg,KAZION FURNISHING SDN BHD,1.0,1216.0447614192963
558,X51005806679.jpg,Lee Wah Florist SDN BHD,353.0,1218.1336901187897
559,X51005806685.jpg,ADVANCO COMPANY,29.0,1219.808961391449
560,X51005806698.jpg,ADVANCO COMPANY,11.6,1221.4189097881317
561,X51005806702.jpg,Sinnathamby Holdings Sdn. Bhd.,,1223.3557200431824
562,X51005806703.jpg,SINHATHAMBY HOLDINGS SDN. BHD.,,1225.4545352458954
563,X51005806716.jpg,ADVANCE COMPANY,7.0,1226.9623680114746
564,X51005889296.jpg,IKEA Cheras,22.0,1228.5381724834442
565,X51006008057.jpg,Sarang Haeyo,329.1,1231.1618087291718
566,X51006008073.jpg,Print Expert Sdn Bhd,100.0,1233.075893163681
567,X51006008074.jpg,Print Expert SDN BHD,4.25,1234.7828469276428
568,X51006008086.jpg,Popular Book Co. (M) SDN BHD,33.1,1236.9921164512634
569,X51006008089.jpg,Popular Book Co.,49.0,1238.5015852451324
570,X51006008091.jpg,Empire Shopping Gallery,9.34,1239.925439119339
571,X51006008095.jpg,Boon Seng Paper SDN BHD,31.8,1242.0528390407562
572,X51006008197.jpg,Relais Total Oulmes,56.0,1244.0522093772888
573,X51006311758.jpg,VIVACITY CITY,11.18,1245.751097202301
574,X51006311764.jpg,,,1249.1607146263123
575,X51006311767.jpg,TOYONMYO VIVA CITY,46.16,1251.1396458148956
576,X51006311778.jpg,EXPRINT,7.42,1252.507728099823
577,X51006311779.jpg,Anant Advertising,4.56,1253.9356315135956
578,X51006311780.jpg,[name],,1255.1450490951538
579,X51006327976.jpg,PREMIO STATIONERY SDN BHD,25.5,1257.294157743454
580,X51006327978.jpg,[name],,1258.4734733104706
581,X51006328913.jpg,BEMED (SP) SDN. BHD.,165.0,1260.8465738296509
582,X51006328919.jpg,B & Best Restaurant,7.4,1262.466326713562
583,X51006328920.jpg,B & Best Restaurant,14.85,1264.09463596344
584,X51006329395.jpg,B & Best Restaurant,7.4,1265.6133437156677
585,X51006329399.jpg,Xyves Pharmacy,0.69,1267.157414674759
586,X51006329402.jpg,Regi Cash & Carry Sdn. Bhd.,50.45,1269.3547966480255
587,X51006332575.jpg,Tanjongamas Book Centre,62.0,1271.0496344566345
588,X51006332649.jpg,BEMED [SP] SDN. BHD.,217.0,1273.39741897583
589,X51006334699.jpg,[name],,1274.5760157108307
590,X51006334741.jpg,UNICA PAIL FAIL 60L,20.05,1276.749321937561
591,X51006334926.jpg,Golden Arches Restaurants Sdn Bhd,21.18,1278.7197308540344
592,X51006335314.jpg,MEI LET RESTAURANT,67.85,1280.62650847435
593,X51006335547.jpg,King's Confectionery S.B.,7.5,1282.432960510254
594,X51006335552.jpg,YONG BOOK FIST,753.0,1284.228678703308
595,X51006349086.jpg,First City Parking Sdn Bhd,,1286.0343568325043
596,X51006350750.jpg,GL HANDCRAFT & TAIL ORING,130.0,1288.1959862709045
597,X51006350763.jpg,GL HANDICRAFT & TAILORING,104.0,1290.337589263916
598,X51006387740.jpg,ARTRANCE STATIONERS & PRINT SDN BHD,15.4,1292.693218946457
599,X51006387812.jpg,TIMES BOOKSTORES,3.0,1293.9226052761078
600,X51006387813.jpg,TOKYO KITCHEN,113.8,1296.0056385993958
601,X51006387847.jpg,BEMED (SP) SDN. BHD.,635.0,1298.326786518097
602,X51006387850.jpg,Yong Cen Enterprise,94.0,1299.9689321517944
603,X51006387932.jpg,BILLION SIX ENTERPRISE,12.0,1301.8015940189362
604,X51006387951.jpg,,,1305.208619594574
605,X51006387953.jpg,Amano Malaysia Sdn Bhd,,1307.0716791152954
606,X51006387971.jpg,99 SPEED MART S/B,,1309.0059988498688
607,X51006388044.jpg,Perniagaan Riang Ria,22.6,1311.0967886447906
608,X51006388064.jpg,BEMED (SP) SDN. BHD.,191.2,1313.3924844264984
609,X51006388065.jpg,99 Speed Mart S/B,20.8,1315.2860016822815
610,X51006388066.jpg,Hero Distribution Sdn Bhd,41.5,1317.0788786411285
611,X51006388069.jpg,[name],,1318.2350080013275
612,X51006388082.jpg,Broadview Marketing Sdn Bhd,,1319.8556826114655
613,X51006389865.jpg,Restoran Wan Shen,62.8,1321.4757981300354
614,X51006389884.jpg,99 SPEED MART S/B,146.6,1323.4458408355713
615,X51006389888.jpg,Speed Mart,2.0,1324.8917772769928
616,X51006389893.jpg,Sparkle Trading Sdn Bhd,,1326.6682934761047
617,X51006389963.jpg,[name],,1327.8520526885986
618,X51006392122.jpg,,,1331.3045690059662
619,X51006392273.jpg,Broadview Marketing Sdn Bhd,18.0,1333.2233073711395
620,X51006392299.jpg,BEMED (SP) SDN. BHD.,165.68,1335.57635140419
621,X51006392313.jpg,Super Seven Cash & Carry Sdn Bhd,21.6,1337.6907362937927
622,X51006393376.jpg,99 Speed Warap S/B,,1339.7316949367523
623,X51006393377.jpg,[name],,1340.8585307598114
624,X51006401723.jpg,SBY STATIONERY,72.0,1342.6114296913147
625,X51006401836.jpg,,,1347.1674628257751
626,X51006401869.jpg,King's Confectionery S/B,19.2,1349.0455689430237
627,X51006401978.jpg,B & Best Restaurant,22.25,1350.6833729743958
628,X51006414392.jpg,DI HUAN YA RESTAURANT,35.0,1353.565138578415
629,X51006414394.jpg,,,1358.929149389267
630,X51006414429.jpg,Unihaska International Sdn Bhd,10.0,1361.6413190364838
631,X51006414431.jpg,LUXHAKKA INTERNATIONAL SDN BHD,110.0,1364.3130419254303
632,X51006414470.jpg,[name],,1366.1964728832245
633,X51006414483.jpg,[name],,1368.0647072792053
634,X51006414485.jpg,UNIHARIKA INTERNATIONAL SDN BHD,110.0,1370.9073603153229
635,X51006414519.jpg,[name],,1372.9291787147522
636,X51006414533.jpg,,,1378.2244203090668
637,X51006414599.jpg,Lavender Confectionery & Bakery Sub,12.0,1380.9423553943634
638,X51006414631.jpg,UNIHAKKA INTERNATIONAL SDN BHD,4.4,1383.6563844680786
639,X51006414633.jpg,UNIHAKKA INTERNATIONAL SDN BHD,99.35,1386.441487789154
640,X51006414636.jpg,[name],,1388.355795621872
641,X51006414638.jpg,[name],,1390.2354934215546
642,X51006414671.jpg,UNIHANNA INTERNATIONAL SDN BHD,3.3,1394.0491979122162
643,X51006414674.jpg,DOMINO'S PIZZA,22.0,1396.5415136814117
644,X51006414675.jpg,[name],,1398.4369640350342
645,X51006414677.jpg,,,1403.6786189079285
646,X51006414679.jpg,,,1408.9478089809418
647,X51006414680.jpg,AEON TANAH INSTITUTE,1.0,1411.5679621696472
648,X51006414700.jpg,AEON PERMAS JAYA,1000.0,1414.3501999378204
649,X51006414703.jpg,AGON CO (K) SD (120204-4),14.95,1417.8550355434418
650,X51006414711.jpg,TAX INVOTE DOMINO'S PIZZA,49.7,1420.5664479732513
651,X51006414712.jpg,[name],,1422.4744396209717
652,X51006414713.jpg,[name],,1424.3678023815155
653,X51006414714.jpg,[name],,1428.2655019760132
654,X51006414718.jpg,Aeon Tanaik Universit,1.0,1430.8389565944672
655,X51006414719.jpg,[name],,1432.7114174365997
656,X51006414720.jpg,,,1437.9831793308258
657,X51006414721.jpg,,,1443.3708987236023
658,X51006414733.jpg,Aeon Pusamas Java,119.27,1446.0095205307007
659,X51006441473.jpg,Guardian Health And Beauty Bhd,40.35,1447.7939636707306
660,X51006441474.jpg,Toilet Roll & Coffee,52.8,1449.437842130661
661,X51006466055.jpg,[name],,1450.5717191696167
662,X51006466056.jpg,,11.25,1452.0326154232025
663,X51006466060.jpg,Western Eastern Stationery Sdn Bhd,,1453.9126179218292
664,X51006466062.jpg,Western Eastern Stationery SDN BHD,,1455.8000061511993
665,X51006466065.jpg,Ghee Hang,25.0,1457.3467483520508
666,X51006466066.jpg,[name],,1458.4961059093475
667,X51006466778.jpg,Roti Man Bakery,,1460.1393864154816
668,X51006502529.jpg,FamilyMart,3.7,1461.4910056591034
669,X51006502531.jpg,FamilyMart,18.0,1462.9125347137451
670,X51006502533.jpg,City Milk,9.5,1464.2685251235962
671,X51006554833.jpg,SUBANG HEALTHCARE SUN,29.8,1466.0560312271118
672,X51006555072.jpg,DSI001-BP009 OSCAR COLOUR LAB & TELECOMMUNICATION SDN. BHD.,234.4,1469.5966608524323
673,X51006555125.jpg,Khiam Aiik Chan SDN BHD,28.4,1471.7179079055786
674,X51006555570.jpg,AA PHARMACY,78.1,1473.3017206192017
675,X51006555780.jpg,Gardenia Bakers (Kl) Sdn Bhd,33.05,1475.5705797672272
676,X51006555784.jpg,Gardenia Bakers (KL) SDN BHD,53.14,1477.77952170372
677,X51006555806.jpg,Gardemia Bakers (KL) SDN BHD,39.01,1479.9697859287262
678,X51006555814.jpg,Garden Bakers,44.19,1481.5000305175781
679,X51006555817.jpg,Gardena Bakers (Kl) Sdn Bhd,24.83,1483.7776868343353
680,X51006555818.jpg,Gardenia Bakers (KJ1),12.6,1485.7257931232452
681,X51006556591.jpg,Gardenia Bakers (Kl) SDN BHD,36.36,1487.9946229457855
682,X51006556596.jpg,Gardema Bakers,41.44,1489.5815908908844
683,X51006556604.jpg,Gardenia Bakersies (KL) SDN BHD,39.78,1491.9002232551575
684,X51006556646.jpg,Gardenia Bakers (K1),73.55,1493.7481632232666
685,X51006556650.jpg,Gardenia Bakers (KL) SDN BHD,50.6,1495.9441945552826
686,X51006556656.jpg,GARDENIA BAKERIES (KL) SDN BHD,7.0,1498.29256606102
687,X51006556726.jpg,Gardenia Bakers (KL),68.41,1500.0832183361053
688,X51006556730.jpg,MAKASSAR FRESH MARKET S/B,,1502.1397230625153
689,X51006556732.jpg,Gardenia Bakeries (KL) SDN BHD,19.31,1504.3142766952515
690,X51006556738.jpg,Gardenia Bakeries (Kl) Sdn Bhd,51.88,1506.5917932987213
691,X51006556815.jpg,Gardenia Bakers (KJ),54.15,1508.4306588172913
692,X51006556818.jpg,Gardena Bakers,29.59,1510.016841173172
693,X51006556823.jpg,Gardenia Bakersies (KL) SDN BHD,26.8,1512.2955915927887
694,X51006556824.jpg,Gardenia Bakers (Kl) Sdn Bhd,12.98,1514.6030056476593
695,X51006556825.jpg,GARDENIA BAKERIES (KL) SDN BHD,48.04,1517.0559005737305
696,X51006556828.jpg,Gardinia Bakefries (Kl) Sdn Bhd,36.55,1519.4063386917114
697,X51006556830.jpg,Pinghai Trading Sdn Bhd,1.0,1521.520660161972
698,X51006556831.jpg,Pinghwai Trading Sdn Bhd,616.8,1523.5552558898926
699,X51006556838.jpg,Gardenia Bakers (KLS) SDN BHD,28.32,1525.8289692401886
700,X51006556839.jpg,Gardenia Bakers (KL) SDN BHD,5.9,1528.249934911728
701,X51006556840.jpg,Gardenia Bakers,40.18,1529.8333563804626
702,X51006556841.jpg,Gardenia Bakers SDN BHD,3.21,1531.6948640346527
703,X51006556852.jpg,Gardenia Bakers (KJ1 SDN BHD),50.18,1533.970047712326
704,X51006556861.jpg,Gardenia Bakers (Kl) Sdn Bhd,23.2,1536.2781894207
705,X51006557117.jpg,Garden Bakers (KJ1 SDN BHD),62.6,1538.4672994613647
706,X51006557119.jpg,Gardenia Bakers (KL) SDN BHD,14.79,1540.6600186824799
707,X51006557161.jpg,Gardenia Bakers (KL) SDN BHD,41.87,1542.8931756019592
708,X51006557164.jpg,Gardenia Bakers (Kl) Sdn Bhd,31.05,1545.1777789592743
709,X51006557168.jpg,Gardenia Bakers (KL) SDN BHD,39.87,1547.3626008033752
710,X51006557170.jpg,Gardenia Bakers (KL) SDN BHD,58.86,1549.5546972751617
711,X51006557178.jpg,Gardenia Bakers (KL) SDN BHD,35.01,1551.8317346572876
712,X51006557179.jpg,Gardinia Bakeries (KL) SDN BHD,34.21,1554.0580248832703
713,X51006557184.jpg,Gardena Bakeries (KL) SDN BHD,68.63,1556.2940742969513
714,X51006557185.jpg,Gardenia Bakers (Kl) Sdn Bhd,110.46,1558.7062304019928
715,X51006557188.jpg,Gardenia Bakers (KL) SDN BHD,23.56,1560.936775445938
716,X51006557193.jpg,Gardenia Bakers (Kl) Sdn Bhd,33.0,1563.277755498886
717,X51006557195.jpg,Gardenia Bakers (KJ) SDN BHD,59.54,1565.5756599903107
718,X51006557198.jpg,Gardenia Bakers (KJ) SDN BHD,27.2,1567.8561968803406
719,X51006557199.jpg,Gardinia Bakers (KL) SDN BHD,60.24,1570.0893921852112
720,X51006557202.jpg,Gardenia Bakers (KL) SDN BHD,46.06,1572.346370458603
721,X51006557210.jpg,Gardenia Bakersies (Kl) Sdn Bhd,51.42,1574.7384140491486
722,X51006557213.jpg,Gardena Bakery (KL) SDN BHD,31.32,1576.8772456645966
723,X51006557508.jpg,Gardena Bakers (KL),54.19,1578.6781830787659
724,X51006619341.jpg,Selayang Hall,8.6,1580.1917214393616
725,X51006619342.jpg,[name],,1581.3473811149597
726,X51006619343.jpg,[name],,1582.5066301822662
727,X51006619496.jpg,99 Speed Mart S/B,41.0,1584.4567725658417
728,X51006619545.jpg,Cosway,15.0,1585.88951587677
729,X51006619550.jpg,HAI-O BAYA BHD,47.0,1587.820903301239
730,X51006619561.jpg,Green Love Pharmacy,1.0,1589.5939712524414
731,X51006619563.jpg,99 SPEED MART S/B (S19537-X),,1592.288673877716
732,X51006619566.jpg,99 SPEED MART S/B (519537-X),15.0,1594.854632616043
733,X51006619694.jpg,Guardian Health And Beauty Son Ibd,4.4,1596.603681564331
734,X51006619696.jpg,99 Speed Mart S/B,2638.0,1598.348590373993
735,X51006619697.jpg,OLD ASIA,,1599.8388450145721
736,X51006619698.jpg,SELAHANG MALL,,1601.6381630897522
737,X51006619709.jpg,D.I. T.I. (KUCHI) SDN BHD,1.0,1604.4641847610474
738,X51006619758.jpg,Marigold HL Milk,,1606.2504832744598
739,X51006619765.jpg,[name],,1607.426289319992
740,X51006619772.jpg,Golden Arches Restaurants Sdn Bhd,15.9,1609.389330625534
741,X51006619777.jpg,[name],,1610.5437166690826
742,X51006619780.jpg,Yam Fresh,,1611.8939235210419
743,X51006619783.jpg,A PIE THING,43.9,1613.4784712791443
744,X51006619785.jpg,eCosway,33.67,1614.9861996173859
745,X51006619854.jpg,9178 Gardenia Sauigoles Chio,2.1,1617.2031161785126
746,X51006619862.jpg,MR. D.I.Y. (KUCHAI) SDN BHD,,1619.842940568924
747,X51006620161.jpg,Sin Thyre & Company,110.0,1621.6607909202576
748,X51006620176.jpg,MR. D.I.Y. (KUCHAI) SDN BHD,,1624.3189442157745
749,X51006620181.jpg,NADEJE PLATINUM SDN BHD,,1626.5659399032593
750,X51006620186.jpg,BELAYTHINK MALL,3.0,1628.3186268806458
751,X51006620187.jpg,,,1632.9554097652435
752,X51006620189.jpg,[name],,1634.1118099689484
753,X51006620190.jpg,MR. D.I.Y. (K) SDN BHD,,1636.231517314911
754,X51006620191.jpg,,,1637.6425766944885
755,X51006620414.jpg,Sushi Q,,1639.0834529399872
756,X51006647932.jpg,UROKO JAPANESE CUISINE SDN BHD,87.1,1641.5701487064362
757,X51006679216.jpg,[name],,1642.7174429893494
